Date,Item Name,Is Bundle,Price,Sales
2023-06-18,Candy & Soda,Yes,4.5,96
2023-06-18,Nachos & Soda,Yes,6.3,98
2023-06-18,Hotdog & Soda,Yes,8.1,96
2023-06-19,Popcorn,No,5.0,132
2023-06-19,Soda,No,3.0,51
2023-06-19,Candy,No,2.0,127
2023-06-19,Nachos,No,4.0,77
2023-06-19,Hotdog,No,6.0,103
2023-06-19,Popcorn & Soda,Yes,7.2,96
2023-06-19,Candy & Soda,Yes,4.5,65
2023-06-19,Nachos & Soda,Yes,6.3,92
2023-06-19,Hotdog & Soda,Yes,8.1,54
2023-06-20,Popcorn,No,5.0,97
2023-06-20,Soda,No,3.0,96
2023-06-20,Candy,No,2.0,70
2023-06-20,Nachos,No,4.0,141
2023-06-20,Hotdog,No,6.0,170
2023-06-20,Popcorn & Soda,Yes,7.2,55
2023-06-20,Candy & Soda,Yes,4.5,51
2023-06-20,Nachos & Soda,Yes,6.3,50
2023-06-20,Hotdog & Soda,Yes,8.1,30
2023-06-21,Popcorn,No,5.0,126
2023-06-21,Soda,No,3.0,134
2023-06-21,Candy,No,2.0,95
2023-06-21,Nachos,No,4.0,186
2023-06-21,Hotdog,No,6.0,194
2023-06-21,Popcorn & Soda,Yes,7.2,76
2023-06-21,Candy & Soda,Yes,4.5,88
2023-06-21,Nachos & Soda,Yes,6.3,83
2023-06-21,Hotdog & Soda,Yes,8.1,41
2023-06-22,Popcorn,No,5.0,55
2023-06-22,Soda,No,3.0,102
2023-06-22,Candy,No,2.0,193
2023-06-22,Nachos,No,4.0,139
2023-06-22,Hotdog,No,6.0,54
2023-06-22,Popcorn & Soda,Yes,7.2,75
2023-06-22,Candy & Soda,Yes,4.5,43
2023-06-22,Nachos & Soda,Yes,6.3,73
2023-06-22,Hotdog & Soda,Yes,8.1,92
2023-06-23,Popcorn,No,5.0,155
2023-06-23,Soda,No,3.0,101
2023-06-23,Candy,No,2.0,165
2023-06-23,Nachos,No,4.0,75
2023-06-23,Hotdog,No,6.0,102
2023-06-23,Popcorn & Soda,Yes,7.2,58
2023-06-23,Candy & Soda,Yes,4.5,48
2023-06-23,Nachos & Soda,Yes,6.3,76
2023-06-23,Hotdog & Soda,Yes,8.1,37
2023-06-24,Popcorn,No,5.0,72
2023-06-24,Soda,No,3.0,166
2023-06-24,Candy,No,2.0,155
2023-06-24,Nachos,No,4.0,102
2023-06-24,Hotdog,No,6.0,145
2023-06-24,Popcorn & Soda,Yes,7.2,87
2023-06-24,Candy & Soda,Yes,4.5,34
2023-06-24,Nachos & Soda,Yes,6.3,45
2023-06-24,Hotdog & Soda,Yes,8.1,46
2023-06-25,Popcorn,No,5.0,151
2023-06-25,Soda,No,3.0,69
2023-06-25,Candy,No,2.0,161
2023-06-25,Nachos,No,4.0,169
2023-06-25,Hotdog,No,6.0,160
2023-06-25,Popcorn & Soda,Yes,7.2,30
2023-06-25,Candy & Soda,Yes,4.5,87
2023-06-25,Nachos & Soda,Yes,6.3,73
2023-06-25,Hotdog & Soda,Yes,8.1,35
2023-06-26,Popcorn,No,5.0,157
2023-06-26,Soda,No,3.0,152
2023-06-26,Candy,No,2.0,99
2023-06-26,Nachos,No,4.0,167
2023-06-26,Hotdog,No,6.0,159
2023-06-26,Popcorn & Soda,Yes,7.2,49
2023-06-26,Candy & Soda,Yes,4.5,43
2023-06-26,Nachos & Soda,Yes,6.3,34
2023-06-26,Hotdog & Soda,Yes,8.1,70
2023-06-27,Popcorn,No,5.0,89
2023-06-27,Soda,No,3.0,83
2023-06-27,Candy,No,2.0,173
2023-06-27,Nachos,No,4.0,94
2023-06-27,Hotdog,No,6.0,129
2023-06-27,Popcorn & Soda,Yes,7.2,100
2023-06-27,Candy & Soda,Yes,4.5,56
2023-06-27,Nachos & Soda,Yes,6.3,73
2023-06-27,Hotdog & Soda,Yes,8.1,62
2023-06-28,Popcorn,No,5.0,82
2023-06-28,Soda,No,3.0,93
2023-06-28,Candy,No,2.0,69
2023-06-28,Nachos,No,4.0,160
2023-06-28,Hotdog,No,6.0,56
2023-06-28,Popcorn & Soda,Yes,7.2,61
2023-06-28,Candy & Soda,Yes,4.5,96
2023-06-28,Nachos & Soda,Yes,6.3,68
2023-06-28,Hotdog & Soda,Yes,8.1,53
2023-06-29,Popcorn,No,5.0,119
2023-06-29,Soda,No,3.0,161
2023-06-29,Candy,No,2.0,153
2023-06-29,Nachos,No,4.0,103
2023-06-29,Hotdog,No,6.0,87
2023-06-29,Popcorn & Soda,Yes,7.2,61
2023-06-29,Candy & Soda,Yes,4.5,74
2023-06-29,Nachos & Soda,Yes,6.3,90
2023-06-29,Hotdog & Soda,Yes,8.1,99
2023-06-30,Popcorn,No,5.0,102
2023-06-30,Soda,No,3.0,177
2023-06-30,Candy,No,2.0,125
2023-06-30,Nachos,No,4.0,76
2023-06-30,Hotdog,No,6.0,111
2023-06-30,Popcorn & Soda,Yes,7.2,47
2023-06-30,Candy & Soda,Yes,4.5,93
2023-06-30,Nachos & Soda,Yes,6.3,59
2023-06-30,Hotdog & Soda,Yes,8.1,78
2023-07-01,Popcorn,No,5.0,165
2023-07-01,Soda,No,3.0,190
2023-07-01,Candy,No,2.0,149
2023-07-01,Nachos,No,4.0,174
2023-07-01,Hotdog,No,6.0,74
2023-07-01,Popcorn & Soda,Yes,7.2,95
2023-07-01,Candy & Soda,Yes,4.5,47
2023-07-01,Nachos & Soda,Yes,6.3,34
2023-07-01,Hotdog & Soda,Yes,8.1,48
2023-07-02,Popcorn,No,5.0,67
2023-07-02,Soda,No,3.0,170
2023-07-02,Candy,No,2.0,81
2023-07-02,Nachos,No,4.0,198
2023-07-02,Hotdog,No,6.0,59
2023-07-02,Popcorn & Soda,Yes,7.2,66
2023-07-02,Candy & Soda,Yes,4.5,78
2023-07-02,Nachos & Soda,Yes,6.3,42
2023-07-02,Hotdog & Soda,Yes,8.1,84
2023-07-03,Popcorn,No,5.0,194
2023-07-03,Soda,No,3.0,58
2023-07-03,Candy,No,2.0,137
2023-07-03,Nachos,No,4.0,95
2023-07-03,Hotdog,No,6.0,185
2023-07-03,Popcorn & Soda,Yes,7.2,66
2023-07-03,Candy & Soda,Yes,4.5,48
2023-07-03,Nachos & Soda,Yes,6.3,92
2023-07-03,Hotdog & Soda,Yes,8.1,75
2023-07-04,Popcorn,No,5.0,143
2023-07-04,Soda,No,3.0,75
2023-07-04,Candy,No,2.0,95
2023-07-04,Nachos,No,4.0,167
2023-07-04,Hotdog,No,6.0,95
2023-07-04,Popcorn & Soda,Yes,7.2,43
2023-07-04,Candy & Soda,Yes,4.5,92
2023-07-04,Nachos & Soda,Yes,6.3,32
2023-07-04,Hotdog & Soda,Yes,8.1,57
2023-07-05,Popcorn,No,5.0,174
2023-07-05,Soda,No,3.0,136
2023-07-05,Candy,No,2.0,195
2023-07-05,Nachos,No,4.0,126
2023-07-05,Hotdog,No,6.0,125
2023-07-05,Popcorn & Soda,Yes,7.2,76
2023-07-05,Candy & Soda,Yes,4.5,34
2023-07-05,Nachos & Soda,Yes,6.3,88
2023-07-05,Hotdog & Soda,Yes,8.1,88
2023-07-06,Popcorn,No,5.0,96
2023-07-06,Soda,No,3.0,144
2023-07-06,Candy,No,2.0,190
2023-07-06,Nachos,No,4.0,127
2023-07-06,Hotdog,No,6.0,162
2023-07-06,Popcorn & Soda,Yes,7.2,62
2023-07-06,Candy & Soda,Yes,4.5,91
2023-07-06,Nachos & Soda,Yes,6.3,45
2023-07-06,Hotdog & Soda,Yes,8.1,73
2023-07-07,Popcorn,No,5.0,169
2023-07-07,Soda,No,3.0,183
2023-07-07,Candy,No,2.0,157
2023-07-07,Nachos,No,4.0,192
2023-07-07,Hotdog,No,6.0,53
2023-07-07,Popcorn & Soda,Yes,7.2,85
2023-07-07,Candy & Soda,Yes,4.5,93
2023-07-07,Nachos & Soda,Yes,6.3,97
2023-07-07,Hotdog & Soda,Yes,8.1,63
2023-07-08,Popcorn,No,5.0,144
2023-07-08,Soda,No,3.0,105
2023-07-08,Candy,No,2.0,81
2023-07-08,Nachos,No,4.0,165
2023-07-08,Hotdog,No,6.0,58
2023-07-08,Popcorn & Soda,Yes,7.2,92
2023-07-08,Candy & Soda,Yes,4.5,62
2023-07-08,Nachos & Soda,Yes,6.3,50
2023-07-08,Hotdog & Soda,Yes,8.1,84
2023-07-09,Popcorn,No,5.0,125
2023-07-09,Soda,No,3.0,179
2023-07-09,Candy,No,2.0,190
2023-07-09,Nachos,No,4.0,175
2023-07-09,Hotdog,No,6.0,181
2023-07-09,Popcorn & Soda,Yes,7.2,79
2023-07-09,Candy & Soda,Yes,4.5,77
2023-07-09,Nachos & Soda,Yes,6.3,59
2023-07-09,Hotdog & Soda,Yes,8.1,58
2023-07-10,Popcorn,No,5.0,185
2023-07-10,Soda,No,3.0,189
2023-07-10,Candy,No,2.0,90
2023-07-10,Nachos,No,4.0,75
2023-07-10,Hotdog,No,6.0,99
2023-07-10,Popcorn & Soda,Yes,7.2,31
2023-07-10,Candy & Soda,Yes,4.5,84
2023-07-10,Nachos & Soda,Yes,6.3,85
2023-07-10,Hotdog & Soda,Yes,8.1,43
2023-07-11,Popcorn,No,5.0,183
2023-07-11,Soda,No,3.0,177
2023-07-11,Candy,No,2.0,153
2023-07-11,Nachos,No,4.0,144
2023-07-11,Hotdog,No,6.0,130
2023-07-11,Popcorn & Soda,Yes,7.2,90
2023-07-11,Candy & Soda,Yes,4.5,41
2023-07-11,Nachos & Soda,Yes,6.3,42
2023-07-11,Hotdog & Soda,Yes,8.1,48
2023-07-12,Popcorn,No,5.0,138
2023-07-12,Soda,No,3.0,144
2023-07-12,Candy,No,2.0,108
2023-07-12,Nachos,No,4.0,86
2023-07-12,Hotdog,No,6.0,74
2023-07-12,Popcorn & Soda,Yes,7.2,45
2023-07-12,Candy & Soda,Yes,4.5,67
2023-07-12,Nachos & Soda,Yes,6.3,72
2023-07-12,Hotdog & Soda,Yes,8.1,43
2023-07-13,Popcorn,No,5.0,183
2023-07-13,Soda,No,3.0,72
2023-07-13,Candy,No,2.0,175
2023-07-13,Nachos,No,4.0,109
2023-07-13,Hotdog,No,6.0,189
2023-07-13,Popcorn & Soda,Yes,7.2,42
2023-07-13,Candy & Soda,Yes,4.5,35
2023-07-13,Nachos & Soda,Yes,6.3,92
2023-07-13,Hotdog & Soda,Yes,8.1,67
2023-07-14,Popcorn,No,5.0,177
2023-07-14,Soda,No,3.0,99
2023-07-14,Candy,No,2.0,89
2023-07-14,Nachos,No,4.0,57
2023-07-14,Hotdog,No,6.0,57
2023-07-14,Popcorn & Soda,Yes,7.2,63
2023-07-14,Candy & Soda,Yes,4.5,89
2023-07-14,Nachos & Soda,Yes,6.3,86
2023-07-14,Hotdog & Soda,Yes,8.1,75
2023-07-15,Popcorn,No,5.0,71
2023-07-15,Soda,No,3.0,136
2023-07-15,Candy,No,2.0,89
2023-07-15,Nachos,No,4.0,135
2023-07-15,Hotdog,No,6.0,182
2023-07-15,Popcorn & Soda,Yes,7.2,42
2023-07-15,Candy & Soda,Yes,4.5,57
2023-07-15,Nachos & Soda,Yes,6.3,91
2023-07-15,Hotdog & Soda,Yes,8.1,53
2023-07-16,Popcorn,No,5.0,147
2023-07-16,Soda,No,3.0,56
2023-07-16,Candy,No,2.0,86
2023-07-16,Nachos,No,4.0,117
2023-07-16,Hotdog,No,6.0,135
2023-07-16,Popcorn & Soda,Yes,7.2,34
2023-07-16,Candy & Soda,Yes,4.5,93
2023-07-16,Nachos & Soda,Yes,6.3,79
2023-07-16,Hotdog & Soda,Yes,8.1,44
2023-07-17,Popcorn,No,5.0,172
2023-07-17,Soda,No,3.0,156
2023-07-17,Candy,No,2.0,138
2023-07-17,Nachos,No,4.0,174
2023-07-17,Hotdog,No,6.0,162
2023-07-17,Popcorn & Soda,Yes,7.2,38
2023-07-17,Candy & Soda,Yes,4.5,67
2023-07-17,Nachos & Soda,Yes,6.3,51
2023-07-17,Hotdog & Soda,Yes,8.1,78
2023-07-18,Popcorn,No,5.0,117
2023-07-18,Soda,No,3.0,64
2023-07-18,Candy,No,2.0,114
2023-07-18,Nachos,No,4.0,103
2023-07-18,Hotdog,No,6.0,142
2023-07-18,Popcorn & Soda,Yes,7.2,49
2023-07-18,Candy & Soda,Yes,4.5,62
2023-07-18,Nachos & Soda,Yes,6.3,36
2023-07-18,Hotdog & Soda,Yes,8.1,37
2023-07-19,Popcorn,No,5.0,156
2023-07-19,Soda,No,3.0,169
2023-07-19,Candy,No,2.0,123
2023-07-19,Nachos,No,4.0,60
2023-07-19,Hotdog,No,6.0,80
2023-07-19,Popcorn & Soda,Yes,7.2,41
2023-07-19,Candy & Soda,Yes,4.5,80
2023-07-19,Nachos & Soda,Yes,6.3,73
2023-07-19,Hotdog & Soda,Yes,8.1,79
2023-07-20,Popcorn,No,5.0,166
2023-07-20,Soda,No,3.0,66
2023-07-20,Candy,No,2.0,178
2023-07-20,Nachos,No,4.0,113
2023-07-20,Hotdog,No,6.0,181
2023-07-20,Popcorn & Soda,Yes,7.2,57
2023-07-20,Candy & Soda,Yes,4.5,45
2023-07-20,Nachos & Soda,Yes,6.3,92
2023-07-20,Hotdog & Soda,Yes,8.1,82
2023-07-21,Popcorn,No,5.0,134
2023-07-21,Soda,No,3.0,158
2023-07-21,Candy,No,2.0,66
2023-07-21,Nachos,No,4.0,190
2023-07-21,Hotdog,No,6.0,107
2023-07-21,Popcorn & Soda,Yes,7.2,66
2023-07-21,Candy & Soda,Yes,4.5,90
2023-07-21,Nachos & Soda,Yes,6.3,63
2023-07-21,Hotdog & Soda,Yes,8.1,99
2023-07-22,Popcorn,No,5.0,66
2023-07-22,Soda,No,3.0,69
2023-07-22,Candy,No,2.0,108
2023-07-22,Nachos,No,4.0,118
2023-07-22,Hotdog,No,6.0,151
2023-07-22,Popcorn & Soda,Yes,7.2,46
2023-07-22,Candy & Soda,Yes,4.5,86
2023-07-22,Nachos & Soda,Yes,6.3,30
2023-07-22,Hotdog & Soda,Yes,8.1,42
2023-07-23,Popcorn,No,5.0,55
2023-07-23,Soda,No,3.0,146
2023-07-23,Candy,No,2.0,143
2023-07-23,Nachos,No,4.0,159
2023-07-23,Hotdog,No,6.0,200
2023-07-23,Popcorn & Soda,Yes,7.2,39
2023-07-23,Candy & Soda,Yes,4.5,80
2023-07-23,Nachos & Soda,Yes,6.3,48
2023-07-23,Hotdog & Soda,Yes,8.1,80
2023-07-24,Popcorn,No,5.0,136
2023-07-24,Soda,No,3.0,117
2023-07-24,Candy,No,2.0,133
2023-07-24,Nachos,No,4.0,91
2023-07-24,Hotdog,No,6.0,106
2023-07-24,Popcorn & Soda,Yes,7.2,97
2023-07-24,Candy & Soda,Yes,4.5,67
2023-07-24,Nachos & Soda,Yes,6.3,91
2023-07-24,Hotdog & Soda,Yes,8.1,36
2023-07-25,Popcorn,No,5.0,161
2023-07-25,Soda,No,3.0,75
2023-07-25,Candy,No,2.0,68
2023-07-25,Nachos,No,4.0,58
2023-07-25,Hotdog,No,6.0,110
2023-07-25,Popcorn & Soda,Yes,7.2,49
2023-07-25,Candy & Soda,Yes,4.5,79
2023-07-25,Nachos & Soda,Yes,6.3,51
2023-07-25,Hotdog & Soda,Yes,8.1,42
2023-07-26,Popcorn,No,5.0,189
2023-07-26,Soda,No,3.0,59
2023-07-26,Candy,No,2.0,114
2023-07-26,Nachos,No,4.0,57
2023-07-26,Hotdog,No,6.0,198
2023-07-26,Popcorn & Soda,Yes,7.2,51
2023-07-26,Candy & Soda,Yes,4.5,47
2023-07-26,Nachos & Soda,Yes,6.3,95
2023-07-26,Hotdog & Soda,Yes,8.1,77
2023-07-27,Popcorn,No,5.0,58
2023-07-27,Soda,No,3.0,103
2023-07-27,Candy,No,2.0,75
2023-07-27,Nachos,No,4.0,143
2023-07-27,Hotdog,No,6.0,149
2023-07-27,Popcorn & Soda,Yes,7.2,55
2023-07-27,Candy & Soda,Yes,4.5,63
2023-07-27,Nachos & Soda,Yes,6.3,37
2023-07-27,Hotdog & Soda,Yes,8.1,39
2023-07-28,Popcorn,No,5.0,97
2023-07-28,Soda,No,3.0,156
2023-07-28,Candy,No,2.0,103
2023-07-28,Nachos,No,4.0,168
2023-07-28,Hotdog,No,6.0,192
2023-07-28,Popcorn & Soda,Yes,7.2,47
2023-07-28,Candy & Soda,Yes,4.5,52
2023-07-28,Nachos & Soda,Yes,6.3,91
2023-07-28,Hotdog & Soda,Yes,8.1,75
2023-07-29,Popcorn,No,5.0,136
2023-07-29,Soda,No,3.0,148
2023-07-29,Candy,No,2.0,88
2023-07-29,Nachos,No,4.0,192
2023-07-29,Hotdog,No,6.0,102
2023-07-29,Popcorn & Soda,Yes,7.2,93
2023-07-29,Candy & Soda,Yes,4.5,92
2023-07-29,Nachos & Soda,Yes,6.3,45
2023-07-29,Hotdog & Soda,Yes,8.1,99
2023-07-30,Popcorn,No,5.0,190
2023-07-30,Soda,No,3.0,157
2023-07-30,Candy,No,2.0,96
2023-07-30,Nachos,No,4.0,58
2023-07-30,Hotdog,No,6.0,83
2023-07-30,Popcorn & Soda,Yes,7.2,58
2023-07-30,Candy & Soda,Yes,4.5,66
2023-07-30,Nachos & Soda,Yes,6.3,72
2023-07-30,Hotdog & Soda,Yes,8.1,93
2023-07-31,Popcorn,No,5.0,83
2023-07-31,Soda,No,3.0,61
2023-07-31,Candy,No,2.0,200
2023-07-31,Nachos,No,4.0,146
2023-07-31,Hotdog,No,6.0,170
2023-07-31,Popcorn & Soda,Yes,7.2,42
2023-07-31,Candy & Soda,Yes,4.5,74
2023-07-31,Nachos & Soda,Yes,6.3,94
2023-07-31,Hotdog & Soda,Yes,8.1,76
2023-08-01,Popcorn,No,5.0,107
2023-08-01,Soda,No,3.0,182
2023-08-01,Candy,No,2.0,170
2023-08-01,Nachos,No,4.0,167
2023-08-01,Hotdog,No,6.0,54
2023-08-01,Popcorn & Soda,Yes,7.2,89
2023-08-01,Candy & Soda,Yes,4.5,50
2023-08-01,Nachos & Soda,Yes,6.3,53
2023-08-01,Hotdog & Soda,Yes,8.1,47
2023-08-02,Popcorn,No,5.0,70
2023-08-02,Soda,No,3.0,103
2023-08-02,Candy,No,2.0,187
2023-08-02,Nachos,No,4.0,153
2023-08-02,Hotdog,No,6.0,160
2023-08-02,Popcorn & Soda,Yes,7.2,89
2023-08-02,Candy & Soda,Yes,4.5,86
2023-08-02,Nachos & Soda,Yes,6.3,52
2023-08-02,Hotdog & Soda,Yes,8.1,51
2023-08-03,Popcorn,No,5.0,169
2023-08-03,Soda,No,3.0,119
2023-08-03,Candy,No,2.0,144
2023-08-03,Nachos,No,4.0,148
2023-08-03,Hotdog,No,6.0,91
2023-08-03,Popcorn & Soda,Yes,7.2,52
2023-08-03,Candy & Soda,Yes,4.5,99
2023-08-03,Nachos & Soda,Yes,6.3,31
2023-08-03,Hotdog & Soda,Yes,8.1,53
2023-08-04,Popcorn,No,5.0,194
2023-08-04,Soda,No,3.0,158
2023-08-04,Candy,No,2.0,114
2023-08-04,Nachos,No,4.0,119
2023-08-04,Hotdog,No,6.0,118
2023-08-04,Popcorn & Soda,Yes,7.2,89
2023-08-04,Candy & Soda,Yes,4.5,79
2023-08-04,Nachos & Soda,Yes,6.3,41
2023-08-04,Hotdog & Soda,Yes,8.1,76
2023-08-05,Popcorn,No,5.0,161
2023-08-05,Soda,No,3.0,114
2023-08-05,Candy,No,2.0,97
2023-08-05,Nachos,No,4.0,137
2023-08-05,Hotdog,No,6.0,111
2023-08-05,Popcorn & Soda,Yes,7.2,73
2023-08-05,Candy & Soda,Yes,4.5,48
2023-08-05,Nachos & Soda,Yes,6.3,88
2023-08-05,Hotdog & Soda,Yes,8.1,37
2023-08-06,Popcorn,No,5.0,104
2023-08-06,Soda,No,3.0,157
2023-08-06,Candy,No,2.0,96
2023-08-06,Nachos,No,4.0,51
2023-08-06,Hotdog,No,6.0,162
2023-08-06,Popcorn & Soda,Yes,7.2,68
2023-08-06,Candy & Soda,Yes,4.5,74
2023-08-06,Nachos & Soda,Yes,6.3,61
2023-08-06,Hotdog & Soda,Yes,8.1,94
2023-08-07,Popcorn,No,5.0,60
2023-08-07,Soda,No,3.0,187
2023-08-07,Candy,No,2.0,161
2023-08-07,Nachos,No,4.0,139
2023-08-07,Hotdog,No,6.0,104
2023-08-07,Popcorn & Soda,Yes,7.2,49
2023-08-07,Candy & Soda,Yes,4.5,46
2023-08-07,Nachos & Soda,Yes,6.3,97
2023-08-07,Hotdog & Soda,Yes,8.1,34
2023-08-08,Popcorn,No,5.0,200
2023-08-08,Soda,No,3.0,101
2023-08-08,Candy,No,2.0,187
2023-08-08,Nachos,No,4.0,146
2023-08-08,Hotdog,No,6.0,97
2023-08-08,Popcorn & Soda,Yes,7.2,58
2023-08-08,Candy & Soda,Yes,4.5,56
2023-08-08,Nachos & Soda,Yes,6.3,47
2023-08-08,Hotdog & Soda,Yes,8.1,89
2023-08-09,Popcorn,No,5.0,155
2023-08-09,Soda,No,3.0,118
2023-08-09,Candy,No,2.0,163
2023-08-09,Nachos,No,4.0,70
2023-08-09,Hotdog,No,6.0,151
2023-08-09,Popcorn & Soda,Yes,7.2,32
2023-08-09,Candy & Soda,Yes,4.5,91
2023-08-09,Nachos & Soda,Yes,6.3,31
2023-08-09,Hotdog & Soda,Yes,8.1,95
2023-08-10,Popcorn,No,5.0,162
2023-08-10,Soda,No,3.0,91
2023-08-10,Candy,No,2.0,69
2023-08-10,Nachos,No,4.0,146
2023-08-10,Hotdog,No,6.0,117
2023-08-10,Popcorn & Soda,Yes,7.2,74
2023-08-10,Candy & Soda,Yes,4.5,71
2023-08-10,Nachos & Soda,Yes,6.3,76
2023-08-10,Hotdog & Soda,Yes,8.1,34
2023-08-11,Popcorn,No,5.0,98
2023-08-11,Soda,No,3.0,173
2023-08-11,Candy,No,2.0,86
2023-08-11,Nachos,No,4.0,195
2023-08-11,Hotdog,No,6.0,68
2023-08-11,Popcorn & Soda,Yes,7.2,69
2023-08-11,Candy & Soda,Yes,4.5,46
2023-08-11,Nachos & Soda,Yes,6.3,89
2023-08-11,Hotdog & Soda,Yes,8.1,71
2023-08-12,Popcorn,No,5.0,172
2023-08-12,Soda,No,3.0,156
2023-08-12,Candy,No,2.0,121
2023-08-12,Nachos,No,4.0,114
2023-08-12,Hotdog,No,6.0,158
2023-08-12,Popcorn & Soda,Yes,7.2,82
2023-08-12,Candy & Soda,Yes,4.5,36
2023-08-12,Nachos & Soda,Yes,6.3,34
2023-08-12,Hotdog & Soda,Yes,8.1,53
2023-08-13,Popcorn,No,5.0,77
2023-08-13,Soda,No,3.0,111
2023-08-13,Candy,No,2.0,66
2023-08-13,Nachos,No,4.0,69
2023-08-13,Hotdog,No,6.0,52
2023-08-13,Popcorn & Soda,Yes,7.2,66
2023-08-13,Candy & Soda,Yes,4.5,44
2023-08-13,Nachos & Soda,Yes,6.3,80
2023-08-13,Hotdog & Soda,Yes,8.1,77
2023-08-14,Popcorn,No,5.0,185
2023-08-14,Soda,No,3.0,190
2023-08-14,Candy,No,2.0,52
2023-08-14,Nachos,No,4.0,122
2023-08-14,Hotdog,No,6.0,154
2023-08-14,Popcorn & Soda,Yes,7.2,55
2023-08-14,Candy & Soda,Yes,4.5,85
2023-08-14,Nachos & Soda,Yes,6.3,63
2023-08-14,Hotdog & Soda,Yes,8.1,38
2023-08-15,Popcorn,No,5.0,111
2023-08-15,Soda,No,3.0,169
2023-08-15,Candy,No,2.0,164
2023-08-15,Nachos,No,4.0,62
2023-08-15,Hotdog,No,6.0,118
2023-08-15,Popcorn & Soda,Yes,7.2,70
2023-08-15,Candy & Soda,Yes,4.5,30
2023-08-15,Nachos & Soda,Yes,6.3,76
2023-08-15,Hotdog & Soda,Yes,8.1,33
2023-08-16,Popcorn,No,5.0,59
2023-08-16,Soda,No,3.0,77
2023-08-16,Candy,No,2.0,170
2023-08-16,Nachos,No,4.0,175
2023-08-16,Hotdog,No,6.0,183
2023-08-16,Popcorn & Soda,Yes,7.2,56
2023-08-16,Candy & Soda,Yes,4.5,41
2023-08-16,Nachos & Soda,Yes,6.3,91
2023-08-16,Hotdog & Soda,Yes,8.1,81
2023-08-17,Popcorn,No,5.0,116
2023-08-17,Soda,No,3.0,123
2023-08-17,Candy,No,2.0,144
2023-08-17,Nachos,No,4.0,192
2023-08-17,Hotdog,No,6.0,85
2023-08-17,Popcorn & Soda,Yes,7.2,43
2023-08-17,Candy & Soda,Yes,4.5,32
2023-08-17,Nachos & Soda,Yes,6.3,96
2023-08-17,Hotdog & Soda,Yes,8.1,48
2023-08-18,Popcorn,No,5.0,118
2023-08-18,Soda,No,3.0,59
2023-08-18,Candy,No,2.0,190
2023-08-18,Nachos,No,4.0,177
2023-08-18,Hotdog,No,6.0,148
2023-08-18,Popcorn & Soda,Yes,7.2,80
2023-08-18,Candy & Soda,Yes,4.5,61
2023-08-18,Nachos & Soda,Yes,6.3,53
2023-08-18,Hotdog & Soda,Yes,8.1,64
2023-08-19,Popcorn,No,5.0,132
2023-08-19,Soda,No,3.0,119
2023-08-19,Candy,No,2.0,158
2023-08-19,Nachos,No,4.0,148
2023-08-19,Hotdog,No,6.0,82
2023-08-19,Popcorn & Soda,Yes,7.2,85
2023-08-19,Candy & Soda,Yes,4.5,65
2023-08-19,Nachos & Soda,Yes,6.3,83
2023-08-19,Hotdog & Soda,Yes,8.1,48
2023-08-20,Popcorn,No,5.0,61
2023-08-20,Soda,No,3.0,60
2023-08-20,Candy,No,2.0,119
2023-08-20,Nachos,No,4.0,189
2023-08-20,Hotdog,No,6.0,90
2023-08-20,Popcorn & Soda,Yes,7.2,54
2023-08-20,Candy & Soda,Yes,4.5,32
2023-08-20,Nachos & Soda,Yes,6.3,32
2023-08-20,Hotdog & Soda,Yes,8.1,57
2023-08-21,Popcorn,No,5.0,200
2023-08-21,Soda,No,3.0,156
2023-08-21,Candy,No,2.0,183
2023-08-21,Nachos,No,4.0,69
2023-08-21,Hotdog,No,6.0,188
2023-08-21,Popcorn & Soda,Yes,7.2,56
2023-08-21,Candy & Soda,Yes,4.5,50
2023-08-21,Nachos & Soda,Yes,6.3,42
2023-08-21,Hotdog & Soda,Yes,8.1,64
2023-08-22,Popcorn,No,5.0,96
2023-08-22,Soda,No,3.0,198
2023-08-22,Candy,No,2.0,195
2023-08-22,Nachos,No,4.0,174
2023-08-22,Hotdog,No,6.0,159
2023-08-22,Popcorn & Soda,Yes,7.2,66
2023-08-22,Candy & Soda,Yes,4.5,50
2023-08-22,Nachos & Soda,Yes,6.3,43
2023-08-22,Hotdog & Soda,Yes,8.1,89
2023-08-23,Popcorn,No,5.0,173
2023-08-23,Soda,No,3.0,72
2023-08-23,Candy,No,2.0,160
2023-08-23,Nachos,No,4.0,173
2023-08-23,Hotdog,No,6.0,79
2023-08-23,Popcorn & Soda,Yes,7.2,67
2023-08-23,Candy & Soda,Yes,4.5,56
2023-08-23,Nachos & Soda,Yes,6.3,44
2023-08-23,Hotdog & Soda,Yes,8.1,88
2023-08-24,Popcorn,No,5.0,52
2023-08-24,Soda,No,3.0,59
2023-08-24,Candy,No,2.0,169
2023-08-24,Nachos,No,4.0,194
2023-08-24,Hotdog,No,6.0,177
2023-08-24,Popcorn & Soda,Yes,7.2,40
2023-08-24,Candy & Soda,Yes,4.5,77
2023-08-24,Nachos & Soda,Yes,6.3,34
2023-08-24,Hotdog & Soda,Yes,8.1,98
2023-08-25,Popcorn,No,5.0,113
2023-08-25,Soda,No,3.0,63
2023-08-25,Candy,No,2.0,99
2023-08-25,Nachos,No,4.0,121
2023-08-25,Hotdog,No,6.0,118
2023-08-25,Popcorn & Soda,Yes,7.2,36
2023-08-25,Candy & Soda,Yes,4.5,45
